Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,12447146.822938561,12588166.299452176,13184197.654978393,13520928.233789429,14576638.001031607,14820400.595796734,22406167.526011128,25203524.032563772,28084252.758274816,28606411.39804095,44091216.293113455,50056882.82138798,40606712.05063907,55272108.84353731,84539332.28256194,74620320.02953386,83100834.31,93145283.35571401,111027427.20835799,151276496.48253277,182852106.42700213,193750540.6324771,192902018.7230199,181220399.01337215,181570474.07779583,165524943.64069417,147620047.52799308,155128542.2394739,176494393.9,172882410.67885607,214877666.69975227,227540473.34008712,269034595.8129851,300746361.12873924,402837005.2725957,469443201.5032735,510586430.19012624,526554005.9543568,457579840.22506607,488024514.36935836,419842674.22765166,409508552.9799716,346406738.88523704,417668983.40834934,468005318.55197644,552864570.2258182,617258154.2601328,695295347.6215369,776337691.7950968,805557562.5800605,898133684.8987936,1063895360.6990701,1185215418.2556202,1285911586.1319983,1335571420.7267606,1307909887.552122,1379490304.225402,1469789119.0875583,1615478393.2861412,1619155017.3923974,1536145814.1700702,1580303515.409449,1597204340.6290226
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,322151470.5882353,327979248.3660129,342872712.4183004,348700653.5947706,372012091.5032682,359523809.52380866,375630252.1008394,348895027.62430865,329991956.7827125,408853541.41656655,434584033.61344475,419495908.5439223,465254431.9600507,575471323.5294124,648940350.8771937,679352433.6283181,594810152.7403406,692079581.1518313,960765042.9799426,1109343235.5723717,1100476190.4761918,1114926660.9145813,1294995964.4874911,995278514.5888592,1087450199.2031882,856890498.6258334,490181456.6244097,660106321.4170309,1055083945.3773811,932974411.9171414,649644097.5661281,780098205.2150359,679997997.5971155,768812334.8017622,911915970.6834834,870758739.4067788,941742152.7,850218033.6220057,672375927.3,669384768.8726302,635874002.1987486,1074851475.1787295,1236235826.5840902,1369685676.562029,1430217080.6648679,1627058424.9380891,1862116290.5410013,2126679543.5862317,2451896435.201567,2419014960.199668,2578159803.945967,2932274309.395703,3789251613.360664,4920343316.870936,5015180725,4252029353.821905,3862721266.021625,3719443418.2615547,4085114387.5560465,4076578698.7910724,4062906265.7331934,4249234704.018653,4094563859.435556
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,456283196,481512698.9873489,519533396.4510702,570400016.2990818,655430632.1,877720000,929519999.9999992,976200000.0000015,1009760100.0000017,1049399999.9999999,1132919999.999998,1186119999.999999,1263719999.9999998,1442319999.9999983,1665879999.999999,1884120100.000001,2328280100.0000033,2941640100.0000024,3127960000.000003,3463639900.0000005,3573959900.000001,3437200200.000004,3399189100.0000043,3506347799.9999948,3661683399.9999957,3800368599.999999,3771663199.9999943,3958045800.000007,4189879999.9999976,4372215299.999992,4817542204.000005,5252342400.000001,5813399299.999999,6680269200.0000105,7679384000.000011,8921947099.999987,9586327800,10221705899.999983,10936669899.999987,11284196999.999987,11784927700.000002,12282533599.99999,12664190300,13243892199.999994,13724810900.000004,14698000000.000013,15999889999.999992,17011750000,17986889999.999985,17601619999.999996,18447920000.000015,20283779999.999966,21386150000.000015,21990959999.999985,22593470000.00003,23438239999.999958,24191429999.999973,24979190000.000027,26020850000.00004,26881139999.999985,24930079999.999966,29451240000.00003,32488719999.999992
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,48943557.159389436,52270095.47580151,56132408.16,60067854.690764986,65504520.876357675,70479309.75515023,75056359.97312549,78813063.20614564,82697142.86,85367434.84372151,90262286.74,98713843.51234469,109475320.03900333,138425984.75605237,164788106.63073438,191872774.56369224,189820186.10867432,228954962.66048434,282669014.09307206,316130417.06829906,308756106.2338859,305114211.6827292,299920776.5186677,298489897.5604884,329925380.17180777,379938887.08580333,452565782.8638455,510824451.4252197,566738981.6873972,612937394.2455992,781631719.9888641,806622971.4242609,882867356.8498639,880373730.2866412,779520843.2873139,892755770.6388539,881798233.8330448,873264643.5781898,925430363.7,1109098657.5751116,1005159388.2439708,1077413479,1168269230.7692287,1464326160.8153987,1723749999.9999993,1785847531.4015713,1908167105.7583683,2185874623.5970383,2393437820.418916,2056126701.8616333,1881191949.9899795,1813717695,1604701051.1652987,1678741201.5731013,1673910988.2410522,1419400403.827878,1468342430.7392986,1528621195.4831977,1655354303.8699782,1616188702.3396423,1541247883.9935079,1855382833.1164985,2517550886.396273
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,180459936.77602515,191659914.37603387,203531927.54722872,216145935.94162577,229529912.6680354,243725898.02964082,257375897.04964143,271781886.8072449,286719885.3120461,306357284.57142895,322600009.14285725,331104692.98278815,416940943.6077437,507028428.2416614,467577432.2478157,710850226.5289917,807275808.7370924,498550873.0434783,564986059.6685072,590419855.1181095,603592656.8222083,699112266.8357633,774419569.7,733901365.9353545,788307213.4382336,876404617.6565015,930318705.3013357,1009792724.4217507,1038291284.4969498,1092392963.1951015,917044228.0084614,2039429488.655641,2029158385.7281637,1652948041.734761,1479529325.063547,1300555728.5532422,1414065539.6100414,1497864988.309424,2658382866.720774,2818912372,2765625061.878661,2776475177.6488705,3030064462.135045,3478495206.6635804,4100205651.6446447,4507458919.380696,5258035710.980616,6348724557.300462,5405757835.533815,5084679049.883276,5578816581.516843,6502789526.857755,6445592512.096968,5836021227.474363,6537360532.642054,6984947145.093699,7390796616.530297,8252394373.298758,8278212314.405908,9420431258.246668,9204140383.175056,9838711529.458624,10419541202.038197
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,655003108,687001264.8594701,707031171.4630167,793113966.0704281,876819617.5563419,1051802053.5731629,1126519599.6866837,1181540915.9807875,1345133643.797029,1429982926.8546984,1568637928.537508,1728812980.0975296,2050222635.6303654,2601127021.0394826,3254260583.6342244,3961475506.972186,4520454540.814881,5615312888.128951,6639631195.351686,7750272939.211559,11950582046.90696,11058519845.146328,10431990541.213144,9670634311,9821087041.273504,9871455265.442238,11712149235.30491,13768420652.155394,13092450787.469954,12765262164.337233,13837103286.681175,11442142440.087006,11700912584.366064,13751329694.487328,12362352581.45115,16832598870.056479,21818007448.789627,25676487999.594147,19457979423.37602,19388663551.001217,6875845986.521218,12960546471.378181,17120906918.350288,22482365321.76562,26141968161.09236,27683225959.246815,32482070360.320362,43170990616.47289,52194221468.50075,45162894380.931755,41819468691.825134,49258136128.967125,43309252921.056725,48394239474.67625,47062202418.886314,39655949731.381615,40692661657.28405,44179075778.926674,50640662859.49874,51514242938.673416,53356484591.43784,63101069561.21924,63563401043.50441
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,28338509354.658722,29950396734.989326,31892681911.771397,34281348388.698593,37435388432.045395,40683899240.07676,43678711712.279465,44666366525.05222,47529437277.10263,53638240890.62741,64245417754.493484,64767693274.27577,72947119235.09975,94275716980.69102,121733412124.37814,134494154752.44884,146750388504.49298,158893041195.25513,175471440975.69128,213164874756.7239,276325340135.76636,390468626459.16095,355971229197.90076,314334867430.1392,2.77134E+11,252890722776.70972,260909789945.2301,296173386016.44366,313336374338.9633,318752375934.1785,3.74666E+11,401439557598.4728,361239878837.3122,364820812463.7284,372802514500.4854,475466250941.7032,529844900806.9444,557958507069.3031,562093735438.7635,399139573356.3057,423531573174.73883,406145603661.4583,442399893749.21027,557385894755.2611,6.92385E+11,822442487820.2549,972563275184.1763,1127592644328.5303,1278564556276.8008,1230821778771.712,1464233844343.528,1.65234E+12,1716354359034.487,1819115027569.0015,1900109908307.287,1700385238946.7402,1580707404805.9373,1712494807453.7915,1779091569617.5925,1827951489811.3496,1714659156400.947,1930171554030.0825,2058942959164.7002
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,167377935.03281298,185211053.55579174,197761314.85851133,196750825.78205967,230583439.2456579,248615554.13010672,276990448.50247324,302310158.96833664,314095438.40592283,349880466.6832562,401527065.8,476417930.4,577281756.6428401,764039024,1118690216.376488,1391929590.4479115,1580429156.8054483,1704040302.7027717,1623718922.7553103,1860105906.5502331,2319103630.721678,2355703995.792785,2363996027.6256533,2516431059.718918,1812738179.427534,1687635956.8298328,2064828898.7474313,2438355707.446496,2807455858.4425983,3194702189.4830565,3333730383.158729,2650844581.6511126,2145747883.809476,3073301161.3587084,3595696916.8091583,4306933085.761968,4983635685.815003,4724680586.327567,4928528118.520829,5551977987.301002,5818015584.326851,6001522447,6320932716,7459247526.5260315,8759105941.118174,9729416788.711927,10278854920.810946,11411310616.024275,14586253383.063204,12231264525.067099,14602072410.950592,14907308932.753378,11931472169.491491,18426469016.949184,13962212847.457577,11997800760.224218,13591628999.704754,14559566878.666239,15909558944.812042,15946174358.110586,14572383921.575571,16812541669.706749,18592901993.56134
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,28349301535.41051,29960492453.19665,31903784357.64149,34293676625.112087,37449073939.05233,40697444106.31297,43692889579.29025,44680649549.80684,47542735722.57443,53651273745.30007,64259538042.421196,64785881864.69901,72974503608.39108,94307943279.15285,121769757991.54219,134534482395.37286,146791026073.0708,158950017998.31973,175550980777.32126,213288626348.16708,276476243432.99835,390617525066.6375,356115618026.2835,314481204807.47046,277288747255.6518,253066172258.70584,2.61128E+11,296436322863.1111,313636871092.51196,319075632306.87177,375056911242.16144,401835601959.63635,361703838925.3396,365328274669.42926,373323426402.3623,476009200002.7522,530381466553.7076,558559464614.6844,562743780314.6449,399807853242.21265,424190717152.9824,406812918059.94934,443148058332.9208,558141609069.7817,693283108166.6202,823425641880.8344,973649819318.5748,1.12867E+12,1279544309271.4397,1231672697171.9583,1465215490467.2175,1653394890750.0913,1717443724523.6106,1820439942754.1006,1.9015E+12,1701776666914.0713,1582166358879.2493,1.71402E+12,1780679619928.749,1829596580378.3967,1715842671714.9785,1931458241338.337,2060531397309.082
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,4702269443.070583,5082429458.172516,5525197280.299964,5953948220.266578,6012459449.873974,6573747883,7290683531,7808399063.993496,8412022795.899635,9012743439,7870678390.963495,8854610885.456726,10432558017.144485,13001262269.65249,20196388658.894604,22991435433.166603,26244808127.187523,29803092040.88396,32043116268.828217,39765122681.82357,52930481264.41655,54691561096.10656,54431296639.37849,52659360609.15404,52177686490.406235,50258300315.823494,49330296097.088135,56350869057.758545,62056041292.373085,64563575914.67188,74904284632,76503385459.61368,81412478291.95242,80325204441.00426,84517313061,95833039358.35715,101906865973.50507,109156115404.4359,109054240809.1619,116967168370.52011,129427285780.10895,129944629555.5798,139039991470.61987,166311834949.3282,200125136310.86597,238408838954.68286,277390647709.8039,332464515328.2764,400485012150.1644,343078746509.0367,394062206459.67505,474845732089.7766,496292151229.88074,515843772131.9626,532820364281.3793,455151461884.5243,447159100959.92993,483232971475.5383,530629968630.17554,522425066419.73303,453792483117.1338,542727261728.34314,636018280142.0006
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,12521582.476925774,12763858.08,13273354.194279993,13449270.698795004,14434741.231890779,14683295.46259568,15592738.71170414,18579620.61239068,18123480.281932075,19292829.90864908,15565049.48432101,17127898.20804054,21461313.234760255,29599800.710731406,55863281.70241416,41174668.200325765,35027865.35487053,38543966.84053901,46367905.61374209,46024753.48282457,52096467.91098182,42287918.48701986,43194751.190152146,53939354.46166722,48795802.73657239,43331987.742765084,57718730.22566995,63592038.63788113,72689849.70331062,75210581.09789991,78639647.50130859,85892517.71957159,91189341.26562476,96914618.14,105711041.17683879,114096367.37254949,116141913.43407725,114654711.22191256,116094407.23175657,119154337.8221288,108156749.98395367,75951133.38,85171073.87774967,102085769.12341882,114582283.91638207,136450662.3905918,142775104.08162597,149146918.88861075,188021165.00337982,200668065.0317499,190021192.4895358,226455001.2430828,229371348.2026062,267041747.58435386,293119143.2,259999643.04738775,292267272.19692487,322002845.2293347,383717327.83050734,412976064.4792134,471229484.6071432,524402450.75561196,542686976.4575874
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,99650000.00000001,107699999.99999984,116149999.99999994,125949999.99999996,134399999.9999998,154149999.99999976,190349999.99999973,220700000.00000012,241349999.99999997,259650000.00000003,274900000.0000002,301000000.0000003,311950000.0000002,339449999.99999946,409850000.0000004,465499999.99999976,505500000.00000024,641499999.9999996,735499999.9999999,782500000.0000008,795000000,888999999.9999996,914999999.9999993,883499999.9999996,863999999.9999985,872999999.9999986,890999999.9999992,979999999.9999993,1160999999.999999,542600000.0000005,388400000.00000024,448099999.99999976,404600000.00000024,428764705.88235325,605492537.3134341,691590497.7,861372806.2082008,926422500.0000004,1110850000.0000005,886290697.6744193,947671969.6969693,834279357.7981657,1093574468.0851092,1274190311.4186897,1484092538.405272,1793410397.3873773,2626380435.178772,2936612021.8579235,3532969034.6083765,3875409836.065572,4368370997.921259,4422276622,4979999999.999993,5145757575.757586,5240606060.606066,5126237646.220714,3317421648.099175,3591679430.9998856,3996198866.574529,4016040575.0879636,2911807496.202269,3081401725.8883286,3620987993.326365
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1989497027.6573493,1924439795.113597,1940900170.3713593,2187439684.6678133,2462143241.268664,2379865159.7902837,2565332865.863062,2692122162.903716,2770599320.514908,3080975613.103992,3128276539.6103916,3487724981.138334,4021422883.436301,4722718372.022664,8148709947.874659,8860235182.905962,9727772658.417894,11199829797.113148,11939365907.514902,15374820983.739798,18798594022.498974,19978991760.12932,19154292459.25721,18078969960.818714,17925260875.035828,17880787737.400192,15756602662.244623,16758065374.712315,16310862131.384111,17673865967.291237,12747380650.076181,14272201755.47041,15495514297,16520676973.530115,20162936291.374977,25840146405.228836,27925036755.38665,27706028095.615723,29856000671.216034,30463670123.593113,29242558796.55071,30778781606.957504,35297794385.68634,46919965224.149765,57437444469.08696,62808723476.71904,70767338922.44101,86563986799.25049,100879902984.98308,89399303222.15508,91162836320,99922685424.88359,94623731085.61061,98935222174.86026,101437045019.90099,88900883130.83742,89952699525,95649966260.98003,106137924015.59299,105711680180.56487,106731482855.49608,118576482542.58318,115461711688.9649
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,733879317.6,767426636.0804079,808101380.9,896204507.8,1009387739.5163397,1033788760.0669422,1084659518.666797,1118798362.7002628,1239976169.3316035,1355222399.142861,1538267382.6370156,1689758647.983019,2092917915.3111367,2654585332.072888,3337453181.4699326,3747291929.003729,4093248866.117522,4709761878.464647,5550881057.588959,6537202420.724187,7567828388.914562,7172000114.788592,6865530010.643437,6967259764.284661,6957961515.621745,7129088704.439933,7789816062,8603030179.449387,9330082461.728256,9677502495,11198581642.16649,12374055511.11051,14197237717.985035,14215671378.258163,15616771458.729076,21352224019.409588,21507232648.725204,20763101740.69627,22146231967.686085,22711384311.14038,20289627636.676685,20876309970.385014,23489890274.314217,29634713641.096764,34414784504.23519,36206395970.65045,39481045038.26367,48067401207.397736,55779427739.66098,50567734885.96131,48208240226.45005,51583869785.18485,46577793184.00307,48415657264.87577,49997186439.09163,43107506024.32547,44766722791,48589100043.095314,54177882425.84307,54386654313.968445,53734526854.22882,61832201543.82859,60063475466.344604
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,15822585033.576385,17212686614.572598,18667251380.07458,20204870629.744125,22532416750.012486,24795499685.774975,26971486546.284813,29275995674.68882,31066819929.285282,33738102482,38092452060.62004,41566412922.60874,48954145808.835915,59404966684.22139,66013338964.72511,82885397620.53839,89362071672.90337,94468740851,104442351222.75099,123386410160.7151,142092068280.68912,129686938223.3282,114380557730.87598,105014356666.79686,109201362581.30005,114123537581.79393,150498057723.62302,183009638350.89304,206986674500.5879,217948315624.56433,261846194498.88516,274229034311.6993,2.84321E+11,212953336588.12326,229033566614.82574,267305875261.09946,291743811512.07947,268146144677.72974,270809066780.7139,274072182416.73102,262835454366.85507,242395852494.40875,266849061835.65872,334337212322.07544,385118044877.4649,392218088878.77844,423093437423.7625,491252589217.0205,517706149201.19617,436537014293.55475,495812558843.3092,5.74094E+11,5.52484E+11,586841821796.8916,581964017237.0955,505103781349.75616,515654671469.5474,541018749769.0979,5.55455E+11,533879529188.45447,547054174235.8762,6.39715E+11,591188594776.5505
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,35076845.96926161,43026042.78958296,45927961.628815405,54129438.34822465,64980554.007778406,70279971.89,76859969.25601228,74759970.1,79799968.08001293,105419957.83201694,112139955.14401817,136462080.73913178,146736479.2350971,221915127.55076262,264320940.95900214,288299788.5080354,272550068.1375167,304060076.0150195,340630085.1575205,412093133.7609877,541976852.5770575,570774824.8,537568059.4133806,555336145.7678831,494483408.87846714,360079419.3859586,449140318.3850388,584126092.2588196,692026454.7378726,696921542.3782656,1114694040.6698709,1156135717.9459796,1284759927.5459392,1357189551.6843102,1419294254.4183018,1698989463.9910605,1602741833.7055204,1716714070.124711,1576908856.3467376,1547888495.9842813,1738093840.3660707,1542477308.8940775,1432221739.1234179,2197598466.2544694,2770082791.5041237,3178112498.6791105,3291330019.172873,3469381231.490493,3294084314.1505756,3580428052.813928,4438765085.9378395,4820478680.183752,4886551483.933732,4597552981.567375,4422986271.747666,4063245671.2928543,3816019193.1656094,4402969225.921642,4666598024.184107,4466214591.148538,3982236692.552367,4850842571.591508,4790922065.610092
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,12270378.694966171,12184552.640805505,12918373.557545898,13616381.816829199,14785801.752636973,15011144.427490368,20226816.65600836,23657430.552620333,23671447.757226404,24512343.184648808,37783151.84723861,41830142.62,45898038.28629067,54686426.87485847,68523093.81132916,70506486.62590316,74511645.79064125,86233429.16698001,103562465.10012196,131689241.72817686,148438920.71217093,169923112.5803466,170464037.55463883,166046653.67132208,159964485.6269495,163785205.24541068,165884594.08247337,196889476.30901673,212073794.27152082,233901003.03738347,280693552.57335186,292143929.03652763,313833030.6243832,341044109.96081877,377671022.76464015,412451041.1094845,430042605.95426416,452393869.03143036,411855893.5230494,434976726.4880281,479200806.78547233,485659057.5983979,489778846.94144666,543577188.9842746,622061954.8114369,699512384.9582424,755023932.9,822161717.2,877068871.1574908,830016789.9,914004713.4321256,936089385.4748597,985865921.7877076,1022905027.9329607,1361811520.804248,1417888712.1806219,1427017201.8797102,1353212141.4405296,1259200442.6957383,1407880465.5511985,1236428075.4211202,1353071060.265202,1537088724.4612582
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,12012024.624650504,11592023.763648717,12642025.916153084,13923028.542208517,15393031.555714719,15603031.986215578,16443033.708219118,16632032.133997425,16074027.647327581,16452028.297488699,18432031.703094468,21965950.771114185,30645122.92047265,36896280.476410456,43134496.16453664,47803145.948098525,49278981.75507008,64526401.46385449,85552365.80051371,127261099.22386418,156783829.5,163750728.2113413,157211789.70542976,156098236.95756993,160992921.00134528,179691482.68100202,221147061.34834987,265212956.90291876,301985618.1115606,324333366.4563773,392163560.87991214,398307169.8604054,461409398.8558935,504230620.55187017,517570058.15103346,540733047.7330482,535250347.0894788,598966982.4,647287375.7625284,662838614.8806745,654212394.2716392,662064155.9206927,742134837.5091909,750847230.0992641,893012218.1818186,977899381.8181834,1081441283.3179786,1077308813.8294487,979597394.2934513,851064347.0874957,981917973.7,1059249931.6696683,1089880685.4713016,1324915185.0959017,1387576450.1433382,1391427967.3349524,1458954073.3068085,1529773473.3115277,1588050311.1645424,1645090567.0461206,1183515314.0347815,1286687308.258069,1588438144.3768501
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,857704413.4078226,945244972.0670384,1110565880.7588084,1200447408.3769605,1339494267.015712,1329842434.5549688,1321204502.617802,1443717801.047121,1562303429.319369,1796596910.9947574,1780104712.041878,2097643979.0575907,2415706806.2827244,2579219250.637554,4244669785,5566756756.756769,6417632253.189807,6882292993.630572,8251974522.2929945,9929681529,13062420382.165613,16758471337.579628,17525605095.541378,18672866242.03821,19195414012.738907,21203821656.051006,25460636942.675232,32538089171.97449,16574342984.409792,18609532293.986576,23904498886,27756258351.89314,33107349665.92434,36860133630.28944,45086948775.05572,50866369710.46776,61546280623.608086,66420400890.86869,70418173719.37646,72970334075.72368,80590022271.71484,86771314031.18028,90558485523.38531,95693808463.25175,112863340757.23807,134203830734.96696,153799910913.13995,180030111358.5749,218089977728.2849,224561692650.33377,252518218262.80576,67539428159.44751,43190318032.56273,21361254634.933575,21502061466.066975,16468399173.000628,12598742889.273207,16369724424.258501,21496337948.917484,22600896342.939857,11156757922.038507,8969512933.388247,111638081939.12291
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,12574440.56253316,12899104.38134003,13273598.145905465,13312713.67996464,14186846.502302846,14431411.632351382,15345393.650718927,17724420.45310818,16812722.361330915,18029015.88475148,24255358.064802453,27026320.04902386,33064232.230358254,35031870.69,41387369.301964164,43512106.24099958,41712541.10315926,53080156.92843618,62889173.929509155,73803978.25723465,83933830.93538238,96890672.77029787,105158892.59085013,109565704.33982491,122288552.28683059,136847797.2625708,155523344.77236035,174672976.04847676,199021094.9196516,220047412.6910723,241631324.21441832,253423281.73894233,272427727.40689296,284091805.56770664,302162111.80576956,322759633.6973332,342888972.9406543,371316012.01891345,398230867.80961883,423031529.77543074,451560924.2939302,358744800.00000024,366707900.0000003,409753600.00000036,485598799.9999999,578645799.9999999,721891499.9999999,773489700.0000012,862683599.9999994,703175800.0000006,686787799.9999992,728789600.0000004,727161000.0000002,754238000.0000013,841070000.0000001,942070000.0000015,1032452000.0000013,1022365000.0000001,1113177999.9999983,1197415000.0000017,924582999.9999998,1044778790.0000014,1138808881.1000006
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,313582728.14757454,333975336.1,357635713.4,371767002.19488555,392247517.72848237,416926303.3,432794921.68048906,449826322.6134532,453980096.20871025,471635621.5615994,469266736.6506776,501866730.14898694,585427546.8,647199483,652532795.0848039,864602104.6796522,866044962.0162753,935360464.7013425,1113920124,1004316496.3505101,1033002403.8530385,876937558.2737567,834369859.6630185,832415806.0100644,919103734.8769948,1033069709.3319017,1067828245.8620689,1163426852.204422,1482597297.9882123,1433686312.0291376,1738605557.7631297,1877137981.757119,1881847669.6979384,1463251163.918798,1179837963.2221313,1445919894.5766087,1607345355.7829783,1544689576.9271193,1744794531.2140102,1534673583.2486997,1388506771.5875616,1710843377.0011914,1997005708.8157575,2742815071.574403,4422855660.825913,6649307523.643771,7428701453.915083,8650137743.325481,10393833765.365107,9290728318.988218,10668103554.119219,12172308851.039501,12367362757,12953534866.428583,13940767218.584885,10950392256.954306,10097778098.17069,10000394381.017704,11239167898.339514,11314951091.728304,10715396042.334288,11779981333,12704149840.228285
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,80911608954.48672,71369633800.95425,65176021558.85453,70511435007.39462,81386349482.75064,94785047708.44414,103660508732.11697,100730137280.18088,101931885333.33199,114393990287.83003,127001340199.26186,136588746187.87392,154903886213.83414,194917492496.52704,220680062228.9928,247676641635.42523,251810418534.99493,290442692872.47107,353500246204.13544,415284953507.9853,496343317295.53326,499647851491.1558,504493686882.60846,519430824170.3112,535437842811.72394,525937983887.1998,523872370537.85834,572424015653.4736,670392652027.0264,730457643223.5813,699931258166.7288,752432351747.3712,876266386396.8247,1063972475369.7599,1070596761938.3389,1320494506325.3918,1516559018018.2876,1568778371281.7483,1431500901662.579,1576186529001.3289,1734113865557.1711,1844967780095.8572,2041967134708.2495,2311121145269.918,2.67975E+12,3104002019660.149,3738289871387.0156,4726056492626.064,5979810899729.637,6483330322061.306,7890849701684.852,9638828252887.666,1.07467E+13,11855460858548.082,12784356235858.605,13306939164821.879,13597778727368.883,14862792217017.19,16619858519557.625,17192007435430.775,17465796008751.615,20813163295456.086,21167325456079.375
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,74694535976.25862,79726064953.21608,84222312649.20593,92641876668.70625,102706022235.30507,110809242395.12163,112214778332.44846,119426491195.58536,80501171833.15176,88608066155.03604,99255556499.41342,111937254235.26411,128973802369.51186,161075885766.75305,231724292947.05624,260049422656.0428,292706230806.6692,335686221761.36334,379598481910.3281,479762700637.8267,604140727124.2333,6.43797E+11,640762798722.1044,635229882534.3995,6.26385E+11,657654046676.8901,719384147129.5872,731168333797.8654,976593219923.9902,945255042383.3214,1004870546469.2515,995788653279.6547,931485784159.1729,928725528824.8483,834828070354.5831,924001755656.6714,950621808513.4092,980496944235.4741,947828018893.9349,821675351388.1698,894544565018.1744,909540950477.4314,1022699839151.0999,1258196358985.5596,1628013641798.4998,2039291684089.261,2466363755929.9766,3172403579220.169,3926829039903.4253,3113730517230.924,3657668750248.0796,4449815096966.388,4646400812533.973,4915322787867.553,4643909258334.673,3627524552717.479,3485669672370.6045,3909241583631.2334,4076953150706.894,4159143876282.0757,3900173017455.4233,4616362221588.676,5189746524698.227
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,121128072.62001519,126396468.7,132237468.07685606,143255813.15999588,166104078.4764518,187300310.37913218,216136231.36164802,231706439.67219323,241956916.52219236,267732473.15571845,253976592.16870627,286537569.7363804,335677600.93221766,406479937.1623164,560437817.1012443,617321669.4,619375149.7328991,777435061.6133761,824263987.6491582,891775722.1733403,1136409056.2383094,962347167.4440279,821652036.2441194,765746518.2753782,718149015.4907018,762359785.4871472,1060911723.0066109,1249099287.9595103,1378847399.4534812,1352949666.9928296,1628427587.1913297,1602299811.8064516,1692959103.7842484,1233496937.8139503,982624331.5852662,1309382817.1262205,1465448204.4000814,1498950970.9959598,1587346018.2402182,1576672666.1303382,1491891156.2718189,1482437766.226011,1706698033.0187588,2115836258.255783,2259992505.1489596,2281483015.5667033,2351584495.879199,3759962853.2647567,4578847112.706882,4721888275.269375,4746386893.225524,5422439152.109064,5413541649.149007,6021729629.824547,6393314707.854562,5755457836.018652,6071167584.195102,6387424240,7029215766.463665,6992654019.288769,7486031561.868854,8443112143.238442,8341225241.456944
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2760750860.6219697,3034037810.9679523,3308912796.9348755,3540403456.5530453,3889129942.307689,4388937649.038459,5279230817.307681,5638461442,6081009427.884616,6695336567.307681,7086538437.500009,7375000024.038455,8177873151.042244,10838587357.746607,13702998512.449215,14882770593.979588,16985208648.211187,19779312261.315495,24006566636.68553,27371650824.509163,32353514988.728672,34846039193.613144,36589772403.75657,40042798388.49506,41797647775.62385,38900711332.537346,43096773980.85692,50535446554.876945,61667253471.373695,72250748100,85343190719.01073,98234714971.06104,111452746517.65509,128889262951.1571,146683778959.10098,169278916592.84314,183035237429.28094,150180456565.72815,1.13676E+11,126669211778.94006,126392224253.79393,120296476180.40216,134300904400.02194,152280615245.88678,172895685154.6577,189318408468.59482,2.21758E+11,262942621455.05295,291382982430.9512,281710630187.3194,341104766329.1702,370818739623.6224,397558325278.5789,420333654592.5467,407339040197.6516,401296238228.08344,413366349747.5073,456356813536.7642,506754208404.4857,543976691793.8857,500457264955.7633,505568063988.8053,495423343049.6214
